Column1,Column2,Column 3,Column 4
Edit Block,ブロックを編集,module,Magento_Cms
Edit Cart Price Rules,カートの価格ルールの編集,,
Edit Catalog Event,カタログイベントを編集,,
Edit Catalog Price Rules,カタログ価格ルールを編集,,
Edit Condition,条件を編集,module,Magento_CheckoutAgreements
Edit Configurations,設定の編集,module,Magento_ConfigurableProduct
Edit Customer,会員の編集,module,Magento_Webapi
Edit Customer Address Attribute,住所属性を編集,,
"Edit Customer Address Attribute ""%1""","会員アドレス属性の編集""%1""",,
Edit Customer Attribute,会員属性を編集,,
"Edit Customer Attribute ""%1""","会員属性の編集""%1""",,
"Edit Customer Group ""%1""","会員グループ ""%1""編集",module,Magento_Customer
Edit Customer Groups,会員グループを編集,module,Magento_Customer
Edit Design Change,デザイン変更の編集,module,Magento_Backend
Edit Email Template,メールテンプレートの編集,module,Magento_Email
Edit Event,イベントの編集,,
Edit Existing Update,既存の更新を編集する,,
"Edit Form Type ""%1""","フォームの種類を編集""%1""",,
Edit Gift Card Account,ギフトカード`アカウントを編集,,
Edit Gift Card Account: %1,ギフトカードアカウントの編集: %1,,
Edit Gift Registry,ギフトレジストリの編集,,
"Edit Gift Wrapping ""%1""","ギフトラッピングの編集 ""%1""",,
Edit Group,グループの編集,module,Magento_Customer
Edit Integration '%1',編集インテグレーション '%1',module,Magento_Integration
Edit Items,アイテムを編集,module,Magento_Multishipping
Edit Newsletter,メールマガジンの編集,module,Magento_Newsletter
Edit Newsletter Template,メールマガジンテンプレートの編集,module,Magento_Newsletter
Edit Order,注文編集,module,Magento_Sales
Edit Order #%1,注文編集 #%1,module,Magento_Sales
Edit Order %1 %2 Address,注文 %1 %2 住所編集,module,Magento_Sales
Edit Order Status,注文ステータスの編集,module,Magento_Sales
Edit Page,ページの編集,module,Magento_Cms
Edit Payment Information,支払情報編集,module,Magento_Paypal
Edit Product Attribute,商品属性の編集,module,Magento_Catalog
"Edit Product Attribute ""%1""","商品属性 ""%1"" を編集",module,Magento_Catalog
Edit Product Price,商品価格編集,,
Edit Product Status,商品ステータスの編集,,
Edit Queue,キューを編集,module,Magento_Newsletter
Edit Rating #%1,評価の編集 #%1,module,Magento_Review
Edit Return Item Attribute,リターン商品属性の編集,,
"Edit Return Item Attribute ""%1""","返品商品属性の編集 ""%1""",,
Edit Review,レビュー編集,module,Magento_Review
Edit Review '%1',編集レビュー'%1',module,Magento_Review
Edit Reward Exchange Rate,ポイント換算レートを編集,,
Edit Role,権限の編集,module,Magento_User
Edit Rule,ルールの編集,module,Magento_CatalogRule
Edit Rule '%1',ルールの編集'%1',,
Edit Search,検索の編集,module,Magento_Search
Edit Search '%1',検索編集 '%1',module,Magento_Search
Edit Segment,セグメント編集,,
Edit Segment '%1',セグメントの編集 '%1',,
Edit Shipping Address,配送先を編集,module,Magento_Multishipping
Edit Shopping Cart,";ショッピングカート編集""",module,Magento_Paypal
Edit Sitemap,サイトマップ編集,module,Magento_Sitemap
Edit Store,店舗を編集,module,Magento_Backend
Edit Store Design Change,ストアデザインの変更を編集,module,Magento_Backend
Edit Store View,ストアビューを編集,module,Magento_Backend
Edit Synonym Group,同義語グループの編集,module,Magento_Search
Edit System Template,システムテンプレートの編集,module,Magento_Email
Edit Tax Rate,税率の編集,module,Magento_Tax
Edit Template,テンプレートの編集,module,Magento_Email
Edit Terms and Conditions,契約条件の編集,module,Magento_CheckoutAgreements
Edit Type,種別を編集,,
Edit URL Rewrite,URL書き換えを編集,module,Magento_UrlRewrite
Edit URL Rewrite for CMS page,CMSページ用のURLリライト編集,module,Magento_UrlRewrite
Edit URL Rewrite for a Category,カテゴリ用のURLリライト編集,module,Magento_UrlRewrite
Edit URL Rewrite for a Product,商品用のURLリライト編集,module,Magento_UrlRewrite
Edit User,ユーザーの編集,module,Magento_User
Edit User '%1',ユーザー '%1' 編集,module,Magento_User
Edit Video,ビデオ編集,module,Magento_ProductVideo
Edit Web Site,ウェブサイトを編集,module,Magento_Backend
Edit Wish List,お気に入り一覧を編集,,
Edit Your Cart,カートの中身を編集,module,Magento_Checkout
Edit custom instruction of robots.txt File,robots.txtファイルのカスタムインストラクション編集,module,Magento_Theme
Edit custom.css,custom.css編集,module,Magento_Theme
Edit item parameters,商品パラメータを編集,module,Magento_Checkout
Elasticsearch HTTP Password,HTTPパスワード,,
Elasticsearch HTTP Username,Elasticsearch HTTPユーザー名,,
Elasticsearch Index Prefix,Elasticsearchインデックスの接頭辞,,
Elasticsearch Server Hostname,Elasticsearchサーバーのホスト名,,
Elasticsearch Server Port,Elasticsearchサーバーポート,,
Elasticsearch Server Timeout,Elasticsearchサーバータイムアウト,,
Elements,構成,module,Magento_Backend
Email,メール,module,Magento_Catalog
Email Address,メールアドレス,module,Magento_Checkout
Email Associated with PayPal Merchant Account (Optional),PayPalマーチャントアカウントに紐付けられたメール(オプション),module,Magento_Paypal
Email Copy of Credit Memo,返金完了済メールを送信する,module,Magento_Sales
Email Copy of Invoice,領収済メールを送信する,module,Magento_Sales
Email Copy of Shipment,配送連絡メールを送信する,module,Magento_Shipping
Email Customer,会員メールアドレス,module,Magento_Authorizenet
Email Notification Settings,メール通知設定,,
Email Options,Emailオプション,module,Magento_Contact
Email Order Confirmation,注文受付メールを送信する,module,Magento_Sales
Email Preview,Email プレビュー,module,Magento_Email
Email Reminder Rule,リマインダーメールルール,,
Email Reminders,メールリマインダー,,
Email Returns Confirmation,メール返信確認,,
Email Send Failure Threshold,メール送信失敗許容回数,,
Email Sender,メール送信者,module,Magento_Contact
Email Sent from Gift Card Account Management,ギフトカードアカウント管理から送信されたメール,,
Email Template,メールテンプレート,module,Magento_Contact
Email Templates,メールテンプレート,module,Magento_Email
Email Text Length Limit,Wメールのテキストの長さの最大数,module,Magento_Wishlist
Email Verification,電子メールの確認,,
Email address,メールアドレス,module,Magento_Checkout
"Email address impact. The customer uses a free email provider, or the email address is risky",電子メールアドレスの影響。会員が無料の電子メールプロバイダを使用している、または電子メールアドレスが危険です。,,
"Email addresses, separated by commas","メールアドレスは「,」で区切る必要があります",module,Magento_Wishlist
Email has not been sent,メールは送られていません,module,Magento_Sales
"Email template chosen based on theme fallback when ""Default"" option is selected.","""デフォルト""オプションが選択された時、メールのテンプレートはテーマの代替を元に選ばれます。",module,Magento_Backend
"Email template chosen based on theme fallback, when the ""Default"" option is selected.","""デフォルト""オプションが選択されている場合、テーマフォールバックに基づいて選択された電子メールテンプレート。",module,Magento_Email
Email to a Friend,友達にメールを送る,module,Magento_Config
Email:,メール:,theme,frontend/Magento/luma
Emails,メール,,
Emails Failed,送信失敗メール,,
Emails Sent,送信済メール,,
Emails and Labels,メールとラベル,,
Embedded (Translation on Admin side),エンベッド（管理者ページ側で翻訳）,module,Magento_Translation
Empty,空,module,Magento_Catalog
Empty Rows,空行,module,Magento_Reports
Empty Value.,空の値,module,Magento_Ui
Empty log,空のログ,,
Empty response,空の返信,module,Magento_Fedex
Enable,有効,module,Magento_Backend
"Enable ""Remember Me""","""ログイン状態を維持する""を有効にする",module,Magento_Persistent
